Donation_Id,Donor_ID,Received_Date,Created_At,Amount,Deductible_Amount,Total_Donation_Amount,Fund,Donation_Type,Memo,Source,Transaction_Net,Letter_Sent,Email_Sent,Is_Company?
8939668,611793,14-May-19,"Tuesday, May 14, 2019 at 05:57 PM",30,30,30,General Support,Check,Speaker Donation,Churches & Clubs,30,,,TRUE
8939881,5780124,14-May-19,"Tuesday, May 14, 2019 at 08:12 PM",6599,6599,6599,General Support,Check,Post warming shelter clean-up & repair funds,Foundations/Grants/Government,6599,,,TRUE
8944277,8455079,17-May-19,"Friday, May 17, 2019 at 06:26 PM",40,40,40,General Support,Check,,Individual Contributions,40,"Friday, May 17, 2019 at 09:49 PM",,FALSE
8944280,8455080,17-May-19,"Friday, May 17, 2019 at 06:28 PM",55,55,55,General Support,Check,,Individual Contributions,55,"Friday, May 17, 2019 at 09:43 PM",,FALSE
8948425,616582,21-May-19,"Tuesday, May 21, 2019 at 04:43 PM",50,50,50,General Support,Check,,Churches & Clubs,50,,,TRUE
8948481,6590912,17-May-19,"Tuesday, May 21, 2019 at 05:29 PM",22,22,22,General Support,Online Donation,Monthly,Individual Contributions,22,,,FALSE
8948483,8253326,18-May-19,"Tuesday, May 21, 2019 at 05:32 PM",235.23,235.23,235.23,General Support,Online Donation,,Individual Contributions,235.23,,,FALSE
8949920,7369459,22-May-19,"Wednesday, May 22, 2019 at 08:43 PM",100,100,100,General Support,Online Donation,Monthly,Individual Contributions,100,,,FALSE
8967987,7006995,7-Jun-19,"Friday, June 07, 2019 at 09:14 PM",3500,3500,3500,General Support,Check,,Foundations/Grants/Government,3500,"Friday, June 07, 2019 at 09:15 PM",,TRUE
8972854,6766798,27-May-19,"Wednesday, June 12, 2019 at 03:35 PM",1000,1000,1000,General Support,Online Donation,,Individual Contributions,1000,"Wednesday, June 12, 2019 at 03:36 PM",,FALSE
8972970,7716755,24-May-19,"Wednesday, June 12, 2019 at 06:15 PM",100,100,100,General Support,Online Donation,,Individual Contributions,100,"Wednesday, June 12, 2019 at 08:11 PM",,FALSE
8972973,8301586,26-May-19,"Wednesday, June 12, 2019 at 06:16 PM",83.33,83.33,83.33,General Support,Online Donation,HH PR 2018 - Monthly,Individual Contributions,83.33,,,FALSE
8972975,8304253,26-May-19,"Wednesday, June 12, 2019 at 06:17 PM",20,20,20,General Support,Online Donation,HH PR 2018 - Monthly,Individual Contributions,20,,,FALSE
8972978,635138,1-Jun-19,"Wednesday, June 12, 2019 at 06:18 PM",20,20,20,General Support,Online Donation,Monthly,Individual Contributions,20,,,FALSE
8972980,3941259,1-Jun-19,"Wednesday, June 12, 2019 at 06:20 PM",50,50,50,General Support,Online Donation,Monthly,Individual Contributions,50,,,FALSE
8972986,6963765,8-Jun-19,"Wednesday, June 12, 2019 at 06:25 PM",250,250,250,General Support,Online Donation,HH PR 2018 - Monthly,Individual Contributions,250,,,FALSE
8972988,6370302,9-Jun-19,"Wednesday, June 12, 2019 at 06:26 PM",25,25,25,General Support,Online Donation,HH PR 2018 - Monthly,Individual Contributions,25,,,FALSE
8972992,8197929,9-Jun-19,"Wednesday, June 12, 2019 at 06:31 PM",250,250,250,General Support,Online Donation,Monthly,Individual Contributions,250,,,FALSE
8974029,1170263,13-Jun-19,"Thursday, June 13, 2019 at 06:30 PM",70,70,70,Event Registration,Online Donation,HH 2019,Individual Contributions,70,,,FALSE
8974118,6279279,1-Jun-19,"Thursday, June 13, 2019 at 07:53 PM",25,25,25,General Support,Online Donation,Monthly,Individual Contributions,25,,,FALSE
8974122,6928123,6-Jun-19,"Thursday, June 13, 2019 at 07:55 PM",100,100,100,General Support,Online Donation,Monthly,Corporate,100,,,TRUE
8974125,1098438,6-Jun-19,"Thursday, June 13, 2019 at 07:58 PM",108.33,108.33,108.33,General Support,Online Donation,HH PR 2018 - Monthly,Individual Contributions,108.33,,,FALSE
8974126,6867515,11-Jun-19,"Thursday, June 13, 2019 at 07:59 PM",41.66,41.66,41.66,General Support,Online Donation,Monthly,Individual Contributions,41.66,,,FALSE
8986208,616580,24-Jun-19,"Monday, June 24, 2019 at 08:35 PM",55,55,55,General Support,Check,,Individual Contributions,55,"Tuesday, June 25, 2019 at 08:53 PM",,FALSE
8986212,6810109,17-Jun-19,"Monday, June 24, 2019 at 08:37 PM",1000,1000,1000,Targeted Donations,Check,Outreach,Individual Contributions,1000,"Tuesday, June 25, 2019 at 09:03 PM",,FALSE
8986220,6856809,24-Jun-19,"Monday, June 24, 2019 at 08:42 PM",3893.97,3893.97,3893.97,Targeted Donations,Check,Tiffany paycheck,Foundations/Grants/Government,3893.97,,,TRUE
8986224,6740768,24-Jun-19,"Monday, June 24, 2019 at 08:44 PM",40,40,40,General Support,Check,Employee giving,Individual Contributions,40,,,FALSE
8986227,616582,24-Jun-19,"Monday, June 24, 2019 at 08:47 PM",50,50,50,General Support,Check,,Churches & Clubs,50,,,TRUE
8986239,6856809,24-Jun-19,"Monday, June 24, 2019 at 09:00 PM",3893.97,3893.97,3893.97,General Support,Check,Tiffany Paycheck,Foundations/Grants/Government,3893.97,,,TRUE
8986247,5780124,24-Jun-19,"Monday, June 24, 2019 at 09:05 PM",8091,8091,8091,Targeted Donations and Targeted Donations,Check,Warming Shelter - Repairs; Warming Shelter - Bed Nights,Foundations/Grants/Government,8091,,,TRUE
8986248,6154796,24-Jun-19,"Monday, June 24, 2019 at 09:08 PM",100,100,100,General Support,Check,Rent June,Churches & Clubs,100,,,TRUE
8986249,6173346,24-Jun-19,"Monday, June 24, 2019 at 09:10 PM",600,600,600,General Support,Check,Semi Annual Donation,Individual Contributions,600,,,FALSE
8986251,5780124,24-Jun-19,"Monday, June 24, 2019 at 09:15 PM",745,745,745,General Support and General Support,Check,Employee contributions; Warming Shelter - reimbursement for Michael Boldt's extra hours,Foundations/Grants/Government,745,,,TRUE
8986256,8470929,24-Jun-19,"Monday, June 24, 2019 at 09:19 PM",6000,6000,6000,General Support,Check,Community Nutrition Program,Foundations/Grants/Government,6000,,,TRUE
8986257,8470930,24-Jun-19,"Monday, June 24, 2019 at 09:22 PM",2000,2000,2000,General Support,Check,Community 101 Grant,Foundations/Grants/Government,2000,,,TRUE
8986260,5859050,10-Jun-19,"Monday, June 24, 2019 at 09:23 PM",200,200,200,General Support,Check,,Individual Contributions,200,"Tuesday, June 25, 2019 at 08:43 PM",,FALSE
8986261,491144,24-Jun-19,"Monday, June 24, 2019 at 09:24 PM",100,100,100,General Support,Check,,Individual Contributions,100,"Tuesday, June 25, 2019 at 08:42 PM",,FALSE
8986269,6309891,24-Jun-19,"Monday, June 24, 2019 at 09:33 PM",600,600,600,Targeted Donations,Check,Clothing Purchases,Individual Contributions,600,"Tuesday, June 25, 2019 at 08:40 PM",,FALSE
8986276,7702449,24-Jun-19,"Monday, June 24, 2019 at 09:38 PM",69,69,69,General Support,Check,,Individual Contributions,69,,,TRUE
8986277,1571526,24-Jun-19,"Monday, June 24, 2019 at 09:39 PM",5000,5000,5000,General Support,Check,General operating support,Foundations/Grants/Government,5000,,,TRUE
8986278,491194,24-Jun-19,"Monday, June 24, 2019 at 09:41 PM",1000,1000,1000,General Support,Check,,Churches & Clubs,1000,,,TRUE
8986281,491190,24-Jun-19,"Monday, June 24, 2019 at 09:44 PM",2950,2950,2950,General Support,Check,,Churches & Clubs,2950,,,TRUE
8986284,6282876,3-Jun-19,"Monday, June 24, 2019 at 09:47 PM",40,40,40,Targeted Donations,Cash,Food Market funds,Individual Contributions,40,"Tuesday, June 25, 2019 at 09:04 PM",,FALSE
8986308,4558356,24-Jun-19,"Monday, June 24, 2019 at 11:11 PM",25,25,25,General Support,Check,,Individual Contributions,25,,,FALSE
8986311,8070715,24-Jun-19,"Monday, June 24, 2019 at 11:17 PM",200,200,200,General Support,Check,,Individual Contributions,200,,,FALSE
8986312,8070715,24-Jun-19,"Monday, June 24, 2019 at 11:18 PM",100,100,100,General Support,Check,,Individual Contributions,100,,,FALSE
8986315,8056975,24-Jun-19,"Monday, June 24, 2019 at 11:20 PM",200,200,200,General Support,Check,Autodesk match for Kyle Gilham donation,Foundations/Grants/Government,200,,,TRUE
8986317,8056975,24-Jun-19,"Monday, June 24, 2019 at 11:21 PM",100,100,100,General Support,Check,Autodesk match for Kyle Gilham donation,Foundations/Grants/Government,100,,,TRUE
8986393,6590912,17-Jun-19,"Tuesday, June 25, 2019 at 12:53 AM",22,22,22,General Support,Online Donation,Monthly,Individual Contributions,22,,,FALSE
8986394,6759108,17-Jun-19,"Tuesday, June 25, 2019 at 12:55 AM",83.33,83.33,83.33,General Support,Online Donation,HH PR 2018 - Monthly,Individual Contributions,83.33,,,FALSE
8986395,7369459,22-Jun-19,"Tuesday, June 25, 2019 at 12:56 AM",100,100,100,General Support,Online Donation,Monthly,Individual Contributions,100,,,FALSE
8986396,8197929,21-Jun-19,"Tuesday, June 25, 2019 at 01:00 AM",2500,2500,2500,Event Registration,Online Donation,HH 2019 Sponsorship,Corporate,2500,,,FALSE
8987796,6740768,25-Jun-19,"Tuesday, June 25, 2019 at 05:22 PM",200,200,200,General Support,Check,,Individual Contributions,200,,,FALSE
8988832,8304253,26-Jun-19,"Wednesday, June 26, 2019 at 05:22 PM",20,20,20,General Support,Online Donation,HH PR 2018 - Monthly,Individual Contributions,20,,,FALSE
8988835,8301586,26-Jun-19,"Wednesday, June 26, 2019 at 05:24 PM",83.33,83.33,83.33,General Support,Online Donation,HH PR 2018 - Monthly,Individual Contributions,83.33,,,FALSE
8988839,7716745,26-Jun-19,"Wednesday, June 26, 2019 at 05:26 PM",104.16,104.16,104.16,General Support,Online Donation,HH PR 2018 - Monthly,Individual Contributions,104.16,,,FALSE
8988844,8407674,21-Jun-19,"Wednesday, June 26, 2019 at 05:29 PM",35,35,35,Event Registration,Online Donation,HH 2019,Individual Contributions,35,,,FALSE
8994098,635138,1-Jul-19,"Monday, July 01, 2019 at 08:01 PM",20,20,20,General Support,Online Donation,Monthly,Individual Contributions,20,,,FALSE
8994115,6279279,1-Jul-19,"Monday, July 01, 2019 at 08:20 PM",25,25,25,General Support,Online Donation,Monthly,Individual Contributions,25,,,FALSE
8994119,6154754,1-Jul-19,"Monday, July 01, 2019 at 08:22 PM",30,30,30,General Support,Check,Summer Impact Report,Individual Contributions,30,"Monday, July 01, 2019 at 08:23 PM",,FALSE
8994121,651401,1-Jul-19,"Monday, July 01, 2019 at 08:25 PM",50,50,50,General Support,Check,Summer Impact Report,Individual Contributions,50,"Monday, July 01, 2019 at 08:26 PM",,FALSE
9007459,6154796,11-Jul-19,"Thursday, July 11, 2019 at 06:11 PM",100,100,100,General Support,Check,Rent July,Churches & Clubs,100,,,TRUE
9007466,5780124,11-Jul-19,"Thursday, July 11, 2019 at 06:14 PM",55,55,55,General Support,Check,Employee contributions,Individual Contributions,55,,,TRUE
9007473,6856809,11-Jul-19,"Thursday, July 11, 2019 at 06:17 PM",64.26,64.26,64.26,General Support,Check,Tiffany paycheck?,Foundations/Grants/Government,64.26,,,TRUE
9007492,5789399,3-Jul-19,"Thursday, July 11, 2019 at 06:34 PM",1000,1000,1000,Event Registration,Check,HH 2019 Sponsorship,Corporate,1000,,,TRUE
9007520,4558356,9-Jul-19,"Thursday, July 11, 2019 at 06:57 PM",25,25,25,General Support,Check,Monthly,Individual Contributions,25,,,FALSE
9007525,8069330,4-Jul-19,"Thursday, July 11, 2019 at 06:59 PM",35,35,35,General Support,Online Donation,HH 2019,Individual Contributions,35,,,FALSE
9007529,6928123,6-Jul-19,"Thursday, July 11, 2019 at 07:01 PM",200,200,200,General Support,Online Donation,Monthly,Corporate,200,,,TRUE
9007554,1161771,10-Jul-19,"Thursday, July 11, 2019 at 07:13 PM",70,70,70,General Support,Online Donation,HH 2019,Foundations/Grants/Government,70,,,TRUE
9007556,1098438,6-Jul-19,"Thursday, July 11, 2019 at 07:15 PM",108.33,108.33,108.33,General Support,Online Donation,HH PR 2018 - Monthly,Individual Contributions,108.33,,,FALSE
9007557,6963765,8-Jul-19,"Thursday, July 11, 2019 at 07:16 PM",250,250,250,General Support,Online Donation,HH PR 2018 - Monthly,Individual Contributions,250,,,FALSE
9007558,7716745,9-Jul-19,"Thursday, July 11, 2019 at 07:18 PM",104.16,104.16,104.16,General Support,Online Donation,HH PR 2018 - Monthly,Individual Contributions,104.16,,,FALSE
9007564,6370302,9-Jul-19,"Thursday, July 11, 2019 at 07:20 PM",25,25,25,General Support,Online Donation,HH PR 2018 - Monthly,Individual Contributions,25,,,FALSE
9007565,8197929,9-Jul-19,"Thursday, July 11, 2019 at 07:21 PM",250,250,250,General Support,Online Donation,Monthly,Individual Contributions,250,,,FALSE
9007568,6867515,11-Jul-19,"Thursday, July 11, 2019 at 07:22 PM",41.66,41.66,41.66,General Support,Online Donation,Monthly,Individual Contributions,41.66,,,FALSE
9013452,8480365,15-Jul-19,"Tuesday, July 16, 2019 at 06:43 PM",35,35,35,Event Registration,Online Donation,,Individual Contributions,35,,,FALSE
9014754,6759108,17-Jul-19,"Wednesday, July 17, 2019 at 11:39 PM",83.33,83.33,83.33,General Support,Online Donation,HH PR 2018 - Monthly,Individual Contributions,83.33,,,FALSE
9016298,6856809,30-Jun-19,"Friday, July 19, 2019 at 08:20 PM",4096.77,4096.77,4096.77,General Support,Check,Tiffany paycheck,Foundations/Grants/Government,4096.77,,,TRUE
9016300,616582,8-Jul-19,"Friday, July 19, 2019 at 08:29 PM",120,120,120,General Support,Check,,Churches & Clubs,120,,,TRUE
9018394,7369459,22-Jul-19,"Monday, July 22, 2019 at 05:28 PM",100,100,100,General Support,Online Donation,Monthly,Individual Contributions,100,,,FALSE
9020070,6154958,22-Jul-19,"Tuesday, July 23, 2019 at 10:36 PM",25,25,25,General Support,Check,Summer Appeal,Individual Contributions,25,"Monday, July 29, 2019 at 10:55 PM",,FALSE
9020095,2419698,22-Jul-19,"Tuesday, July 23, 2019 at 11:20 PM",25,25,25,General Support,Check,Summer Appeal,Individual Contributions,25,"Monday, July 29, 2019 at 10:43 PM",,FALSE
9020096,8194041,22-Jul-19,"Tuesday, July 23, 2019 at 11:22 PM",25,25,25,General Support,Check,Summer Appeal,Individual Contributions,25,"Monday, July 29, 2019 at 10:56 PM",,FALSE
9022520,8304253,26-Jul-19,"Friday, July 26, 2019 at 03:57 PM",20,20,20,General Support,Online Donation,HH PR 2018 - Monthly,Individual Contributions,20,,,FALSE
9022522,8301586,26-Jul-19,"Friday, July 26, 2019 at 03:58 PM",83.33,83.33,83.33,General Support,Online Donation,HH PR 2018 - Monthly,Individual Contributions,83.33,,,FALSE
9024896,7199761,29-Jul-19,"Monday, July 29, 2019 at 09:27 PM",375,375,375,General Support,Check,,Churches & Clubs,375,,,TRUE
9024899,491193,29-Jul-19,"Monday, July 29, 2019 at 09:29 PM",1000,1000,1000,Event Registration,Check,HH 2019 Sponsorship,Churches & Clubs,1000,,,TRUE
9024909,7702449,29-Jul-19,"Monday, July 29, 2019 at 09:33 PM",141,141,141,General Support,Check,,Individual Contributions,141,,,TRUE
9025027,8284570,29-Jul-19,"Monday, July 29, 2019 at 11:27 PM",2000,2000,2000,General Support,Check,HH PR 2019 - Match $,Corporate,2000,,,TRUE
9025030,6173276,29-Jul-19,"Monday, July 29, 2019 at 11:32 PM",3500,3500,3500,General Support,Check,General Operating Grant,Foundations/Grants/Government,3500,,,TRUE
9026285,6437533,30-Jul-19,"Tuesday, July 30, 2019 at 07:46 PM",100,100,100,General Support,Check,Summer Appeal,Individual Contributions,100,,,FALSE
9026381,6362979,30-Jul-19,"Tuesday, July 30, 2019 at 08:41 PM",500,500,500,General Support,Check,Summer Appeal,Individual Contributions,500,,,FALSE
9026382,494522,30-Jul-19,"Tuesday, July 30, 2019 at 08:43 PM",516,516,516,Targeted Donations,Check,Diaper Program,Corporate,516,,,TRUE
9032392,635138,1-Aug-19,"Monday, August 05, 2019 at 11:49 PM",20,20,20,General Support,Online Donation,Monthly,Individual Contributions,20,,,FALSE
9032394,3941259,1-Aug-19,"Monday, August 05, 2019 at 11:51 PM",50,50,50,General Support,Online Donation,Monthly,Individual Contributions,50,,,FALSE
9032395,6590912,17-Jul-19,"Monday, August 05, 2019 at 11:53 PM",22,22,22,General Support,Online Donation,Monthly,Individual Contributions,22,,,FALSE
9032396,6279279,1-Aug-19,"Monday, August 05, 2019 at 11:55 PM",25,25,25,General Support,Online Donation,Monthly,Individual Contributions,25,,,FALSE
9032397,6831637,2-Aug-19,"Tuesday, August 06, 2019 at 12:15 AM",100,100,100,General Support,Online Donation,Summer Appeal,Corporate,100,,,TRUE
9033856,6928123,6-Aug-19,"Tuesday, August 06, 2019 at 10:47 PM",200,200,200,General Support,Online Donation,Monthly,Corporate,200,,,TRUE
9033857,1098438,6-Aug-19,"Tuesday, August 06, 2019 at 10:49 PM",108.33,108.33,108.33,General Support,Online Donation,HH PR 2018 - Monthly,Individual Contributions,108.33,,,FALSE
9033859,2621695,6-Aug-19,"Tuesday, August 06, 2019 at 10:58 PM",280,280,280,Event Registration,Online Donation,HH 2019 Sponsorship,Churches & Clubs,280,,,TRUE
9035212,7688531,7-Aug-19,"Wednesday, August 07, 2019 at 10:34 PM",35,35,35,Event Registration,Online Donation,HH 2019,Individual Contributions,35,,,FALSE
9035229,8262524,7-Aug-19,"Wednesday, August 07, 2019 at 11:43 PM",100,100,100,General Support,Check,Cannot attend anniversary party,Individual Contributions,100,"Wednesday, August 07, 2019 at 11:45 PM",,FALSE
9035231,7699944,2-Aug-19,"Wednesday, August 07, 2019 at 11:48 PM",100,100,100,General Support,Check,Summer Appeal,Individual Contributions,100,"Wednesday, August 07, 2019 at 11:49 PM",,FALSE
9035233,616576,2-Aug-19,"Wednesday, August 07, 2019 at 11:51 PM",100,100,100,General Support,Check,Summer Appeal,Individual Contributions,100,"Wednesday, August 07, 2019 at 11:52 PM",,FALSE
9035236,491122,6-Aug-19,"Wednesday, August 07, 2019 at 11:55 PM",200,200,200,General Support,Check,HH 2019 - donation in lieu of attendance,Individual Contributions,200,"Wednesday, August 07, 2019 at 11:56 PM",,FALSE
9035237,491209,6-Aug-19,"Thursday, August 08, 2019 at 12:00 AM",250,250,250,General Support,Check,Summer Appeal,Individual Contributions,250,"Thursday, August 08, 2019 at 12:00 AM",,FALSE
9035238,5816167,6-Aug-19,"Thursday, August 08, 2019 at 12:03 AM",25,25,25,General Support,Check,Summer Appeal,Individual Contributions,25,"Thursday, August 08, 2019 at 12:03 AM",,FALSE
9037121,6963765,8-Aug-19,"Friday, August 09, 2019 at 06:38 PM",250,250,250,General Support,Online Donation,HH PR 2018 - Monthly,Individual Contributions,250,,,FALSE
9037122,8197929,9-Aug-19,"Friday, August 09, 2019 at 06:39 PM",250,250,250,General Support,Online Donation,Monthly,Individual Contributions,250,,,FALSE
9037125,7716745,9-Aug-19,"Friday, August 09, 2019 at 06:42 PM",104.16,104.16,104.16,General Support,Online Donation,HH PR 2018 - Monthly,Individual Contributions,104.16,,,FALSE
9037127,6370302,9-Aug-19,"Friday, August 09, 2019 at 06:43 PM",25,25,25,General Support,Online Donation,HH PR 2018 - Monthly,Individual Contributions,25,,,FALSE
9037129,6543820,9-Aug-19,"Friday, August 09, 2019 at 06:44 PM",35,35,35,Event Registration,Online Donation,HH 2019,Individual Contributions,35,,,FALSE
9037333,1603904,5-Aug-19,"Friday, August 09, 2019 at 10:45 PM",30,30,30,General Support,Check,Summer Appeal,Individual Contributions,30,"Friday, August 09, 2019 at 10:49 PM",,FALSE
9037336,7398010,5-Aug-19,"Friday, August 09, 2019 at 10:47 PM",25,25,25,General Support,Check,Summer Appeal,Individual Contributions,25,"Friday, August 09, 2019 at 10:48 PM",,FALSE
9039746,8297619,10-Aug-19,"Monday, August 12, 2019 at 11:57 PM",35,35,35,General Support,Online Donation,HH 2019,Individual Contributions,35,,,FALSE
